FORMATTED DATE-TIME,DT,MG,TR,WS,CW,HW,TP,WC,RH,HI,DP,WB,BP,AL,DA
YYYY-MM-DD HH:MM:SS,s,Mag,True,m/s,m/s,m/s,°C,°C,%,°C,°C,°C,mb,m,m
2014-10-01 14:47:00,465490020,***,***,0.0,0.0,0.0,29.1,29.1,25.9,27.2,7.6,16.2,983.40,249,844
2014-10-01 14:47:10,465490030,***,***,0.0,0.0,0.0,29.1,29.1,26.0,27.2,7.7,16.3,983.10,252,847
2014-10-01 14:47:20,465490040,***,***,0.0,0.0,0.0,29.2,29.2,25.7,27.3,7.6,16.3,983.20,250,847
2014-10-01 14:47:30,465490050,***,***,0.0,0.0,0.0,29.0,29.0,26.0,27.1,7.6,16.2,983.40,249,841
2014-10-01 14:47:40,465490060,***,***,0.0,0.0,0.0,29.0,29.0,26.3,27.1,7.7,16.3,983.50,248,838
2014-10-01 14:47:50,465490070,***,***,0.0,0.0,0.0,29.0,29.0,26.1,27.1,7.6,16.2,983.40,249,838
2014-10-01 14:48:00,465490080,***,***,0.0,0.0,0.0,29.0,29.0,25.8,27.0,7.5,16.2,983.30,249,841
2014-10-01 14:48:10,465490090,***,***,0.0,0.0,0.0,29.0,29.0,26.1,27.1,7.6,16.2,983.50,249,838
2014-10-01 14:48:20,465490100,***,***,0.0,0.0,0.0,29.0,29.0,26.0,27.1,7.6,16.2,983.70,247,836
2014-10-01 14:48:30,465490110,***,***,0.0,0.0,0.0,28.8,28.8,26.4,26.9,7.6,16.1,983.40,249,832
2014-10-01 14:48:40,465490120,***,***,0.0,0.0,0.0,28.8,28.8,26.3,26.9,7.5,16.1,983.50,249,830
2014-10-01 14:48:50,465490130,***,***,0.0,0.0,0.0,28.8,28.8,26.4,26.9,7.6,16.1,983.40,249,831
2014-10-01 14:49:00,465490140,***,***,0.0,0.0,0.0,28.7,28.7,26.2,26.8,7.5,16.1,983.50,249,828
2014-10-01 14:49:10,465490150,***,***,0.0,0.0,0.0,28.7,28.7,26.1,26.8,7.4,16.0,983.30,249,829
2014-10-01 14:49:20,465490160,***,***,0.0,0.0,0.0,28.8,28.8,26.1,26.9,7.4,16.1,983.40,249,831
2014-10-01 14:49:30,465490170,***,***,0.0,0.0,0.0,28.7,28.7,26.1,26.8,7.4,16.0,983.20,250,831
2014-10-01 14:49:40,465490180,***,***,0.0,0.0,0.0,28.7,28.7,26.3,26.8,7.5,16.1,983.20,250,829
2014-10-01 14:49:50,465490190,***,***,0.0,0.0,0.0,28.6,28.6,26.5,26.7,7.5,16.1,983.30,250,827
2014-10-01 14:50:00,465490200,***,***,0.0,0.0,0.0,28.5,28.5,26.4,26.5,7.4,16.0,983.30,250,823
2014-10-01 14:50:10,465490210,***,***,0.0,0.0,0.0,28.5,28.5,26.3,26.5,7.3,15.9,983.60,248,819
2014-10-01 14:50:20,465490220,***,***,0.0,0.0,0.0,28.6,28.6,26.6,26.7,7.5,16.1,983.40,249,824
2014-10-01 14:50:30,465490230,***,***,0.0,0.0,0.0,28.6,28.6,26.3,26.7,7.4,16.0,983.60,248,823
2014-10-01 14:50:40,465490240,***,***,0.0,0.0,0.0,28.5,28.5,26.6,26.5,7.5,16.0,983.30,249,822
2014-10-01 14:50:50,465490250,***,***,0.0,0.0,0.0,28.4,28.4,26.5,26.4,7.4,15.9,983.50,249,819
2014-10-01 14:51:00,465490260,***,***,0.0,0.0,0.0,28.4,28.4,26.6,26.4,7.4,15.9,983.40,249,821
2014-10-01 14:51:10,465490270,***,***,0.0,0.0,0.0,28.4,28.4,26.5,26.4,7.3,15.9,983.40,249,819
2014-10-01 14:51:20,465490280,***,***,0.0,0.0,0.0,28.4,28.4,26.4,26.4,7.3,15.9,983.50,248,815
2014-10-01 14:51:30,465490290,***,***,0.0,0.0,0.0,28.5,28.5,26.0,26.5,7.2,15.9,983.40,249,822
2014-10-01 14:51:40,465490300,***,***,0.0,0.0,0.0,28.3,28.3,26.2,26.3,7.1,15.8,983.40,249,815
2014-10-01 14:51:50,465490310,***,***,0.0,0.0,0.0,28.4,28.4,26.4,26.4,7.3,15.9,983.60,248,815
2014-10-01 14:52:00,465490320,***,***,0.0,0.0,0.0,28.2,28.2,26.8,26.2,7.4,15.8,983.50,249,812
2014-10-01 14:52:10,465490330,***,***,0.0,0.0,0.0,28.4,28.4,26.6,26.4,7.4,15.9,983.20,250,821
2014-10-01 14:52:20,465490340,***,***,0.0,0.0,0.0,28.3,28.3,26.6,26.3,7.3,15.8,983.50,248,816
2014-10-01 14:52:30,465490350,***,***,0.0,0.0,0.0,28.4,28.4,26.4,26.4,7.3,15.9,983.50,249,816
2014-10-01 14:52:40,465490360,***,***,0.0,0.0,0.0,28.2,28.2,26.8,26.2,7.3,15.8,983.40,249,810
